-13.612170430607131,6.452558384846967,-1.6159597839627744,1.2999998862065396
-13.612227114231038,6.451255372308167,-1.615940474308283,1.2999998863488555
-13.612283421002596,6.44996071978148,-1.6159214126937687,1.2999998864899538
-13.612339929717105,6.448662042955198,-1.615902880939695,1.2999998866311882
-13.612396410972282,6.447363675171427,-1.615884453048547,1.2999998867720859
-13.61245293169774,6.446064998867546,-1.6158665863519988,1.2999998869127147
-13.612509491293954,6.444765083305229,-1.6158487764922909,1.2999998870531757
-13.612566035506697,6.4434660977857865,-1.6158315210701286,1.299999887193235
-13.612622631047657,6.442165563312441,-1.6158142946882061,1.2999998873331602
-13.612677473918136,6.440904042489429,-1.6157971740354402,1.299999887468596
-13.612991908505027,6.433669337680447,-1.6156993386934189,1.2999998882436887
-13.613212902294691,6.428556934375697,-1.6156215553690836,1.2999998887848558
-13.613272793711133,6.4271879808851455,-1.615610312134285,1.299999888928544
-13.613346381984403,6.42550597337445,-1.6155966428267694,1.2999998891046918
-13.61338636200637,6.424591271736895,-1.6155888502472875,1.2999998892002171
-13.613443118372503,6.4232929159475605,-1.6155779548557743,1.2999998893356042
-13.613499897346255,6.4219936304261145,-1.6155669493926221,1.2999998894707974
-13.613556604639989,6.420694652013345,-1.6155553779713796,1.2999998896056681
-13.613613267724443,6.419396292149243,-1.6155437363694536,1.2999998897401854
-13.613760107952539,6.4160282293227935,-1.6155121294439918,1.299999890088386
-13.613790069003976,6.415340495733438,-1.6155056044768865,1.2999998901590903
-13.614095040975794,6.408332162699343,-1.6154354954435937,1.2999998908787804
-13.614116344419516,6.407837950811814,-1.6154285174469876,1.2999998909289427
-13.614183475638235,6.406281929017418,-1.6154073470847743,1.29999989108675
-13.614231655620529,6.405167791314527,-1.6153937812904247,1.2999998911994528
-13.61428784011234,6.403869720884693,-1.6153787597075866,1.29999989133052
-13.614344154979205,6.4025691742234105,-1.6153641902734175,1.2999998914615556
-13.614400304588854,6.401272032986476,-1.6153496508668523,1.2999998915919673
-13.614456396319516,6.399974889245286,-1.6153346340564974,1.2999998917220996
-13.614512511096416,6.398675885099152,-1.615319136227033,1.299999891852139
-13.614647919005668,6.395538141634486,-1.6152806329506801,1.2999998921655742
-13.614709760387811,6.394101641349302,-1.6152618702478452,1.2999998923083245
-13.61478105614602,6.392443732765555,-1.6152396720855633,1.2999998924726857
-13.614831755437354,6.391263314024888,-1.6152234396973044,1.2999998925893888
-13.614873826407647,6.390282933196267,-1.6152097178703522,1.2999998926861258
-13.61492969056202,6.388980195489481,-1.6151912284278658,1.2999998928144625
-13.614985356009392,6.387680861781336,-1.6151724582500961,1.299999892942188
-13.615040916941316,6.386383695194539,-1.6151538756824155,1.2999998930694268
-13.615096531936471,6.385084049097821,-1.615134937782872,1.2999998931966352
